Campaign_ID,Product_ID,Budget,Clicks,Conversions,Revenue_Generated,ROI,Customer_ID,Subscription_Tier,Subscription_Length,Flash_Sale_ID,Discount_Level,Units_Sold,Bundle_ID,Bundle_Price,Customer_Satisfaction_Post_Refund,Common_Keywords
CMP_YZNUGF,PROD_C50L7D,25229.53,4640,868,37680.67,4.45,CUST_NLIU1A,Basic,30,FLASH_BTMVXR,48,57,BNDL_HES0DD,111.0,3,Durable
CMP_73ASAZ,PROD_9X9BER,25044.31,306,561,72051.38,0.81,CUST_W60K8T,Standard,25,FLASH_TKOAD2,27,92,BNDL_FYFRMW,415.83,1,Innovative
CMP_AZAVV6,PROD_PQ7MA6,34951.26,931,971,29201.09,4.88,CUST_114DC0,Basic,7,FLASH_0TSXYX,11,32,BNDL_6DCVSI,417.22,1,Affordable
CMP_W1TTMS,PROD_CLXR0P,10822.09,2809,442,41763.02,2.08,CUST_OOOCIS,Standard,7,FLASH_2EXQ03,43,106,BNDL_N0SMJK,299.04,4,Innovative
CMP_I498XK,PROD_53I64C,32254.86,611,985,52094.12,3.59,CUST_BDLUK0,Basic,21,FLASH_4CHI8J,24,24,BNDL_L4QMGQ,274.37,3,Affordable
CMP_TRX7GA,PROD_BCMH88,49231.9,4679,110,27951.13,0.73,CUST_5B3RGM,Standard,16,FLASH_GBWEZA,23,133,BNDL_WAWGPX,451.35,2,Durable
CMP_4JRTM6,PROD_SKF92T,13494.11,2771,475,81547.34,4.61,CUST_6GK6RW,Standard,30,FLASH_ZFRX15,43,21,BNDL_DS3RPE,113.27,2,Affordable
CMP_QCEEV7,PROD_3KXVCY,41229.53,3009,536,40753.44,4.21,CUST_WHT4JA,Premium,1,FLASH_MKS6OG,35,127,BNDL_6UP025,444.46,4,Durable
CMP_PKP6YB,PROD_M96GYD,7904.97,3837,171,31869.69,4.41,CUST_WA2P7P,Premium,5,FLASH_JWZ7SZ,62,14,BNDL_4Q95TU,298.34,4,Innovative
CMP_S6LFH9,PROD_D7RN03,46637.57,1283,405,66589.24,4.88,CUST_HXHCVS,Premium,25,FLASH_YLYHKX,58,128,BNDL_BH9IBU,187.93,2,Innovative
CMP_96TG05,PROD_8AODQQ,1207.18,4254,138,9557.1,2.61,CUST_2QJHA0,Basic,24,FLASH_AJIAVI,64,125,BNDL_S8BW21,435.28,3,Affordable
CMP_1W0AQQ,PROD_DRCIAT,1989.57,4415,215,75534.91,0.53,CUST_Z5OBVP,Basic,35,FLASH_ZT3JDQ,61,118,BNDL_76BHVJ,54.1,1,Affordable
CMP_CD464N,PROD_6J2CAO,10139.06,2446,497,48679.8,2.89,CUST_3RLABY,Premium,4,FLASH_RW42MO,27,22,BNDL_8ICE04,380.17,3,Stylish
CMP_YCSKOZ,PROD_CD32CJ,9512.92,2906,326,26779.05,1.6,CUST_JMXZ9I,Standard,11,FLASH_6A1L14,30,163,BNDL_JT27Q8,267.3,3,Affordable
CMP_RDG9DH,PROD_P0OFNK,14907.86,2370,6,75440.86,0.75,CUST_XDZXB5,Basic,28,FLASH_U7B7XF,14,192,BNDL_UMAJAP,216.64,1,Stylish
CMP_13QXX3,PROD_SOJU4W,3122.3,394,18,80647.25,3.34,CUST_R36LE6,Premium,28,FLASH_WFICWI,65,131,BNDL_90ZOLY,280.95,2,Stylish
CMP_L2PNVW,PROD_ACFQMV,33794.45,566,360,77295.11,2.54,CUST_P18N6Y,Basic,18,FLASH_4CXKQG,51,178,BNDL_NLLZE1,365.51,4,Affordable
CMP_LCQAEF,PROD_H6Z3SR,41067.96,3578,138,25986.46,4.07,CUST_XPZ09J,Premium,24,FLASH_FEXYAK,63,39,BNDL_JX6B8X,497.16,3,Stylish
CMP_HTEULE,PROD_GQO56V,46170.5,3783,757,2021.99,1.92,CUST_LXVLUT,Premium,33,FLASH_LL4SOQ,20,194,BNDL_LZ5VRW,254.36,2,Durable
CMP_VBZBP1,PROD_67PLFT,23785.84,3113,752,14667.03,1.95,CUST_5AI5W5,Premium,25,FLASH_DCVDPM,66,100,BNDL_NZOWJW,467.69,1,Durable
CMP_NWSR8O,PROD_8UCZLA,43504.2,1100,73,7284.88,1.27,CUST_EELFDG,Basic,4,FLASH_4RVQJG,40,108,BNDL_PZP4RD,138.94,1,Affordable
CMP_0NBPCV,PROD_HU0QZ1,48217.2,642,111,71974.04,4.96,CUST_FB28MV,Standard,3,FLASH_AJ9Y02,17,100,BNDL_ZGBQ1P,372.16,4,Durable
CMP_J6J7BD,PROD_CGZ7GV,43415.59,2913,177,97813.26,4.37,CUST_SEX41U,Premium,23,FLASH_SKI8JB,36,121,BNDL_409KSF,394.13,1,Innovative
CMP_J8EPNJ,PROD_1HL97P,25246.54,4828,598,13307.87,3.65,CUST_SCH2WH,Premium,26,FLASH_4N3RFI,21,166,BNDL_YZAVN6,174.73,3,Innovative
CMP_J7GZ9P,PROD_HTEVVO,11758.08,3349,622,5104.24,3.16,CUST_C45F9S,Premium,5,FLASH_XENC09,68,78,BNDL_8A0Z5K,399.75,1,Durable
CMP_H9D18E,PROD_1MFRKG,14458.24,2537,137,30148.95,3.27,CUST_PH49YE,Basic,10,FLASH_C13V3G,59,40,BNDL_B79ZPY,68.23,2,Stylish
CMP_1WONAU,PROD_GDC889,20615.43,1913,794,35545.78,4.2,CUST_W9FMBJ,Standard,28,FLASH_HFP990,36,144,BNDL_VAO5D9,416.93,1,Durable
CMP_YU0HV9,PROD_IMU90E,8343.01,3529,802,90430.55,0.62,CUST_3PSGX1,Standard,34,FLASH_QO290E,19,163,BNDL_CNLW96,187.2,4,Affordable
CMP_IZF3E2,PROD_AXV474,19155.97,3326,742,32750.39,4.93,CUST_8FPIFZ,Premium,3,FLASH_0HTFRJ,38,58,BNDL_6BLWH1,358.1,3,Affordable
CMP_75RU74,PROD_RYCNMS,48035.01,4474,481,67586.57,2.52,CUST_TTBIHW,Standard,9,FLASH_S9JUGE,59,108,BNDL_S6VRR9,441.59,2,Affordable
CMP_QM5F85,PROD_62I5QB,12404.47,544,8,15595.64,2.0,CUST_G36995,Standard,13,FLASH_RN87CJ,63,121,BNDL_CTMLRL,262.73,3,Stylish
CMP_9I1KF5,PROD_JPN8M4,34728.01,230,306,30741.87,1.51,CUST_2D4IM9,Standard,22,FLASH_PDKOP6,67,198,BNDL_RVBVNA,396.26,4,Innovative
CMP_1NQBUA,PROD_NLYKAD,43869.12,2728,74,2975.2,4.11,CUST_O13JBL,Standard,2,FLASH_7I1RGB,39,193,BNDL_PJ8OX2,193.54,1,Durable
CMP_20EUK6,PROD_YWG4G3,27875.23,472,901,79393.37,1.91,CUST_4D0FEP,Standard,9,FLASH_L9O7UA,19,58,BNDL_B4CNZI,380.47,1,Durable
CMP_CP88K9,PROD_AFYY7W,9757.98,4114,73,73665.32,4.76,CUST_FJ8G87,Premium,31,FLASH_B54C0N,56,161,BNDL_G06K2J,256.12,1,Innovative
CMP_AENDE2,PROD_C51S82,28616.17,642,144,69751.31,0.78,CUST_2B70J3,Premium,5,FLASH_5D2HDI,58,141,BNDL_62EL6Y,86.2,2,Innovative
CMP_RURJX2,PROD_N0FC9G,46376.29,1224,243,70459.26,4.66,CUST_HIHIJF,Standard,21,FLASH_J6QC5B,24,169,BNDL_DB9HVP,205.22,4,Affordable
CMP_J3VIQ6,PROD_E3EM0T,9309.68,129,7,33550.13,3.8,CUST_D9MC4A,Standard,4,FLASH_D33O1D,45,37,BNDL_NQB4NL,458.13,3,Durable
CMP_J2AI0H,PROD_QGWUX6,38257.53,4696,532,80337.69,4.35,CUST_DBU3ZC,Basic,30,FLASH_3O9T8T,23,38,BNDL_1B6LOF,342.03,4,Affordable
CMP_KUTL3N,PROD_5GE6QS,20574.58,3193,591,13592.79,3.47,CUST_WPM5SA,Basic,20,FLASH_NGL7J1,10,191,BNDL_W4BDA5,455.08,4,Durable
CMP_3M12WG,PROD_Y0REJG,17690.05,382,75,4670.75,3.28,CUST_JXRK68,Premium,35,FLASH_MO8BCP,32,72,BNDL_MBIUYL,92.32,1,Stylish
CMP_DOPQZR,PROD_2JBK3T,20211.64,4796,262,58908.23,3.66,CUST_GM5560,Standard,23,FLASH_PMALB3,39,10,BNDL_9MWYKL,137.16,4,Innovative
CMP_C221TV,PROD_GX7SWJ,15373.22,2718,168,28862.82,0.61,CUST_O6YBZV,Basic,3,FLASH_GQEN6J,23,96,BNDL_JY4F0R,120.15,3,Stylish
CMP_FBMZI6,PROD_LMPUZU,2758.87,2911,698,13435.03,2.34,CUST_OD10DR,Basic,19,FLASH_GXSDIM,30,158,BNDL_3IMXVW,446.79,4,Innovative
CMP_B0QDMX,PROD_BDRQZC,6384.07,2976,600,46842.81,3.13,CUST_F5KGHI,Premium,32,FLASH_UZQEPV,38,75,BNDL_A2QI3V,77.68,4,Stylish
CMP_F5DXUP,PROD_FOAO43,1890.57,4545,844,27588.08,4.78,CUST_LA4D6C,Standard,25,FLASH_XQNI0M,34,126,BNDL_8HQTB1,256.81,4,Durable
CMP_X0D7OO,PROD_D96I3S,7543.17,748,91,77781.85,1.52,CUST_II321E,Premium,9,FLASH_XG8ZDM,32,161,BNDL_582IMT,78.04,2,Stylish
CMP_XPF186,PROD_K0M0V2,40926.32,4909,190,7067.68,1.35,CUST_WRIE5C,Basic,10,FLASH_60B4KK,17,145,BNDL_240XB8,235.48,4,Innovative
CMP_QGT1P7,PROD_79P80L,41967.96,3043,385,75491.29,0.97,CUST_K1RLB5,Standard,20,FLASH_4S2A7N,20,152,BNDL_CXTKNJ,420.16,1,Affordable
CMP_G6KWNC,PROD_HV86CO,15208.9,2099,303,87070.84,1.11,CUST_K0DWR4,Basic,6,FLASH_AMQU2O,55,87,BNDL_P87ICT,375.32,1,Innovative
CMP_MZJ97W,PROD_4UFS1B,18401.24,3668,295,17422.58,2.04,CUST_MOSM3K,Premium,4,FLASH_XBDAN1,30,113,BNDL_AUDFHR,57.82,3,Innovative
CMP_WKBC70,PROD_AUN3OW,15702.04,1116,890,33518.9,2.19,CUST_CF2MW4,Premium,3,FLASH_JCH5T9,44,44,BNDL_MPH7WL,392.13,4,Innovative
CMP_UNR6NA,PROD_AOZCTJ,10585.64,3133,84,88214.78,3.0,CUST_UZKNV2,Basic,27,FLASH_5YXNAC,29,92,BNDL_MH7U8V,257.98,2,Innovative
CMP_6IXS3L,PROD_KDQQ3F,49741.53,3981,986,48466.35,2.86,CUST_3XM6YC,Basic,27,FLASH_DF2469,53,154,BNDL_KHPS4L,144.03,4,Durable
CMP_F6PB0R,PROD_7N27UI,9832.7,3270,779,38997.6,3.98,CUST_SS3ERJ,Premium,30,FLASH_UWKUTM,47,62,BNDL_R4FKRR,286.18,4,Affordable
CMP_D4J0W8,PROD_6VWSGA,16278.43,297,438,16551.64,2.2,CUST_CC9ZD0,Standard,8,FLASH_I89Z2O,67,134,BNDL_TV9Z1B,279.3,4,Stylish
CMP_DU19VV,PROD_1YUUJZ,48039.65,4563,113,23019.49,1.96,CUST_OXF1G7,Premium,25,FLASH_QAK9VD,53,102,BNDL_5FM45A,156.56,4,Innovative
CMP_4CJJ43,PROD_7CW70X,11391.8,1713,335,84106.6,4.79,CUST_2LIKN2,Standard,6,FLASH_LL8QY7,55,69,BNDL_7QV2UL,266.18,2,Affordable
CMP_Y1Z4K0,PROD_Y3K8D1,34787.07,1158,681,54081.83,1.17,CUST_AMV3QJ,Basic,7,FLASH_1ZXW75,14,35,BNDL_UBX5EY,290.61,3,Innovative
CMP_BVT163,PROD_GFBUHJ,41197.4,949,122,39595.9,4.19,CUST_1ZMDZ1,Standard,28,FLASH_7YPSGU,21,86,BNDL_X9JXOZ,141.9,1,Innovative
CMP_PU7PJD,PROD_3EMTF2,25189.91,4821,589,80070.51,2.5,CUST_7BAN88,Premium,3,FLASH_F4BVVN,31,141,BNDL_EL6BJD,329.12,4,Stylish
CMP_QH8TO1,PROD_HV3RMC,45006.5,170,791,14141.88,1.46,CUST_HD9OEX,Basic,12,FLASH_FNGID7,69,165,BNDL_2PCZ9Q,389.13,2,Innovative
CMP_XA53T6,PROD_OXNZCA,41692.55,3829,55,37129.17,2.93,CUST_64EF4Z,Basic,9,FLASH_PL9ZGQ,14,113,BNDL_92KUFX,432.08,2,Innovative
CMP_PYTYJ4,PROD_VOI8MP,47151.92,2332,498,45392.06,2.83,CUST_U9KVDP,Standard,29,FLASH_KZ4UCJ,44,79,BNDL_QWDGIR,233.11,2,Stylish
CMP_RZJVKU,PROD_VHQQ1I,1299.03,2866,184,28984.98,0.55,CUST_9HA3UV,Basic,28,FLASH_RPJXNL,58,77,BNDL_ZFRSZ6,352.59,2,Affordable
CMP_HOJBQM,PROD_IG3Z99,47897.21,3841,52,64182.05,4.91,CUST_XC60C2,Premium,30,FLASH_1J3RL5,12,32,BNDL_ZLRYTK,183.13,3,Innovative
CMP_PP9FC5,PROD_PJ78AK,7665.3,2229,274,38669.87,3.96,CUST_EPG9RT,Premium,21,FLASH_U6XBLO,63,106,BNDL_6NGHR1,321.32,4,Affordable
CMP_O7PZ6G,PROD_98UTRC,13472.19,2993,272,68421.85,3.07,CUST_1JCWPV,Basic,29,FLASH_CCR0NK,55,74,BNDL_D90WEG,89.89,2,Stylish
CMP_HWNMQA,PROD_YNEZDB,48707.72,1933,225,88403.17,4.08,CUST_4GYHI1,Basic,9,FLASH_NSSDY2,28,84,BNDL_VH98RG,467.55,2,Affordable
CMP_A8IBG9,PROD_L7RQX3,20060.94,1665,459,1548.4,4.77,CUST_DEQXB7,Standard,35,FLASH_Y9OL5N,45,141,BNDL_1M8F47,416.99,1,Innovative
CMP_BFFWKM,PROD_PR4UXK,23488.91,1869,226,82331.43,4.45,CUST_8SZGKA,Standard,8,FLASH_5CXBVS,38,25,BNDL_EAWKS4,79.23,4,Affordable
CMP_ER4Q5C,PROD_3FVZ8S,45474.76,1676,834,31273.39,1.74,CUST_1UIXEJ,Premium,18,FLASH_5U4SO4,55,75,BNDL_3F5HC2,370.15,2,Durable
CMP_XR4CL6,PROD_PKES04,47810.63,2599,443,4851.51,0.59,CUST_YSZ0N5,Premium,12,FLASH_QXFK37,55,88,BNDL_815NY3,261.61,1,Affordable
CMP_5Q1VRL,PROD_GAQF4B,20321.76,2041,900,72148.64,3.88,CUST_O2MAQT,Standard,29,FLASH_E9EDXU,68,168,BNDL_EDL2UQ,421.72,2,Innovative
CMP_J7DWMC,PROD_BMI5KV,1027.08,2089,896,42327.34,0.68,CUST_9Q0IPF,Premium,14,FLASH_AKMTS8,34,124,BNDL_85V60S,267.96,3,Stylish
CMP_CO1RHJ,PROD_9ZKPDZ,45537.46,1128,873,31923.97,3.23,CUST_LOE4SY,Standard,14,FLASH_16H9LV,38,85,BNDL_GP99PY,88.74,1,Stylish
CMP_0T5W4U,PROD_KR9ELT,49427.8,2471,759,66244.78,2.69,CUST_74OP7B,Basic,22,FLASH_VAUUYL,65,66,BNDL_E16CC5,291.13,1,Affordable
CMP_9RC4TN,PROD_W0AZH1,48085.02,3500,608,2436.03,0.85,CUST_VC7ZZF,Basic,25,FLASH_B3QHUN,61,156,BNDL_1A2HKX,385.21,1,Affordable
CMP_7S6RFA,PROD_QZEI0M,19556.84,3078,890,31834.6,3.36,CUST_1LRFVG,Basic,9,FLASH_7CA3F9,44,13,BNDL_ZS4JXZ,243.62,1,Stylish
CMP_JRUYQI,PROD_TU6D12,28186.58,4346,449,70367.05,1.41,CUST_136FJL,Standard,33,FLASH_RG4F6I,63,131,BNDL_GZ9LZ6,255.58,2,Innovative
CMP_QT09JI,PROD_TEFJG8,25682.71,71,646,10815.73,2.89,CUST_U5RGUI,Basic,14,FLASH_BTNSW2,25,184,BNDL_ZTOHZO,359.42,4,Stylish
CMP_FAY7ND,PROD_58DQ51,17035.31,3874,307,44195.89,2.62,CUST_D3M69N,Basic,9,FLASH_ZTK8LU,63,102,BNDL_951NQT,332.47,4,Affordable
CMP_ITMZ5M,PROD_1CUFKF,11290.25,2064,455,27760.65,3.74,CUST_6Z61EG,Basic,28,FLASH_0Z47OL,67,155,BNDL_CNNWQG,371.96,2,Durable
CMP_I451ID,PROD_JOQXZG,47462.41,1963,724,59153.3,1.01,CUST_3PZNQ1,Basic,35,FLASH_UAY3MO,52,170,BNDL_EXBJMW,419.52,1,Affordable
CMP_QAKDJG,PROD_U1HYKV,49660.09,3923,390,84562.05,1.01,CUST_7D40OC,Basic,30,FLASH_5OR2PF,54,195,BNDL_UOPS9C,260.77,1,Innovative
CMP_22P44Z,PROD_K53WKG,38327.33,2270,402,7445.46,2.33,CUST_IDZQYB,Standard,17,FLASH_GMVAFP,50,143,BNDL_T8VH9X,75.15,3,Innovative
CMP_XQ8A9G,PROD_TMZDX8,13014.13,3314,733,49837.0,2.77,CUST_LLYICJ,Premium,25,FLASH_1R6L4V,56,117,BNDL_36YX26,238.7,1,Stylish
CMP_T2CMKG,PROD_ZEGMEG,10811.48,3475,814,27950.83,2.97,CUST_9GDA8J,Premium,29,FLASH_TBD4VI,54,175,BNDL_BY1004,434.11,2,Durable
CMP_8I9ZKF,PROD_7OTIAF,27482.66,2771,810,39090.31,2.55,CUST_PGRF39,Basic,31,FLASH_1JRUXL,14,53,BNDL_L7PPXK,188.75,1,Affordable
CMP_IZORKP,PROD_6JNP34,12966.99,4025,337,53388.41,3.82,CUST_E5YJ22,Basic,7,FLASH_ZPOB2Z,48,88,BNDL_K1OEO0,300.1,2,Durable
CMP_A84VZO,PROD_1PNWVR,8461.23,3760,481,32089.91,4.51,CUST_0QO1ZU,Standard,10,FLASH_J9MIAC,14,29,BNDL_4TYFTQ,433.54,2,Stylish
CMP_2UHCEB,PROD_MD0V3C,41920.62,3703,135,52489.23,3.72,CUST_3ANPOL,Premium,31,FLASH_6QEVCH,56,90,BNDL_JB4KXQ,285.14,3,Durable
CMP_6L8NYB,PROD_Q7Q78B,28435.35,4459,520,85032.41,0.99,CUST_AG45GR,Premium,4,FLASH_4MA3K3,40,73,BNDL_JXQS8Y,354.95,2,Innovative
CMP_O9VA7Z,PROD_10J4O5,19452.86,1627,763,12254.43,2.38,CUST_6RC3MK,Basic,33,FLASH_GPYHBW,58,160,BNDL_VJ40SI,233.75,1,Innovative
CMP_VVMWE9,PROD_EP8H9S,26208.09,2017,818,36036.69,4.39,CUST_R5SBHU,Premium,8,FLASH_ON7I5U,41,33,BNDL_9FKCOQ,335.41,1,Stylish
CMP_BIXP2Z,PROD_S2DRPY,6242.13,4300,520,62323.97,2.6,CUST_GUZ16Q,Premium,17,FLASH_VEABO8,60,136,BNDL_KM5DBV,497.08,1,Innovative
CMP_UC9NTV,PROD_9EYK3R,42639.28,1467,959,75874.29,2.67,CUST_J9PDOZ,Basic,34,FLASH_CS9DEZ,13,38,BNDL_TOWZUH,214.54,1,Stylish
CMP_0B6LVU,PROD_MTYV7N,21155.68,3748,24,5455.87,3.71,CUST_FGGVNN,Premium,18,FLASH_DM7G0T,33,145,BNDL_92L4Y1,247.54,1,Affordable
CMP_L9QJEN,PROD_XV25MS,13124.02,4290,640,51712.29,2.19,CUST_Q3DZ7A,Standard,26,FLASH_KOHK3O,45,30,BNDL_CBTK7Y,152.56,1,Affordable
CMP_OY6V3M,PROD_NS0GFA,35444.85,1954,40,23798.86,4.58,CUST_UHNR8T,Basic,26,FLASH_6BBCBC,40,110,BNDL_4RM38R,376.22,3,Stylish
CMP_3W99VF,PROD_BLZQSD,14329.24,480,289,20946.37,4.94,CUST_Z59ZJG,Basic,20,FLASH_4FQHX5,57,127,BNDL_RGCKOP,119.93,3,Affordable
CMP_PLZ6T5,PROD_TNGU23,43795.87,1943,252,27369.51,0.92,CUST_U9A3Z3,Basic,30,FLASH_QO51BZ,59,82,BNDL_J4LB1L,113.35,3,Affordable
CMP_7O0ULP,PROD_8M25VB,7802.03,112,193,60502.13,0.79,CUST_LZFOWR,Standard,27,FLASH_0XPUPA,43,15,BNDL_FMDTJK,97.31,4,Innovative
CMP_GP3ZVF,PROD_7WWXEG,27618.27,4879,116,49437.35,4.86,CUST_WB08DH,Basic,34,FLASH_5J0ZRQ,60,61,BNDL_TLT16G,148.46,4,Affordable
CMP_4XR4P3,PROD_RN0JNE,45989.92,1105,170,29465.29,4.41,CUST_VD19ER,Basic,3,FLASH_56WJYT,37,192,BNDL_KU5V7U,159.24,1,Stylish
CMP_8EKM9N,PROD_CTOKKQ,30350.37,403,183,43327.4,2.99,CUST_FUMRA1,Basic,5,FLASH_QGV61Y,62,81,BNDL_VKZOEP,83.73,2,Durable
CMP_0K61Y7,PROD_TRM8BG,34156.29,2185,905,27429.34,0.83,CUST_9HPKQN,Basic,14,FLASH_MHTJIX,20,137,BNDL_E67A6J,330.74,4,Durable
CMP_9ZPY4I,PROD_Z5VCWB,49969.74,1240,825,47428.19,3.37,CUST_7ALZGB,Premium,29,FLASH_FZRQHO,44,30,BNDL_T5ZC6Z,477.69,2,Stylish
CMP_SKJ4F4,PROD_VAQIOM,38201.74,1732,519,46889.03,4.15,CUST_AQFKV4,Premium,12,FLASH_ZUO4QV,69,126,BNDL_HBH99L,258.83,1,Innovative
CMP_HPOS29,PROD_0XT9LF,42133.42,3377,938,78444.97,2.59,CUST_GKKFQQ,Standard,21,FLASH_OSXX8M,24,43,BNDL_LE3SKF,226.52,1,Durable
CMP_E8058J,PROD_UW10LC,34803.81,4266,810,51897.5,1.69,CUST_H2WBRZ,Standard,4,FLASH_4YH2PT,37,84,BNDL_MXCNAG,327.72,4,Innovative
CMP_B66280,PROD_5ZHGOY,40654.36,4972,684,96334.23,3.34,CUST_AEYGVQ,Basic,28,FLASH_TWLPQX,35,145,BNDL_VOZ0QM,132.25,4,Affordable
CMP_LZFZ4R,PROD_UCK27C,49629.58,1675,558,56803.82,3.24,CUST_4WJ88Y,Standard,1,FLASH_FM6XOC,16,60,BNDL_ZZETI7,141.92,1,Innovative
CMP_WA8CKK,PROD_3R1O21,17047.25,1238,34,27943.44,3.2,CUST_FGU53M,Premium,17,FLASH_3YGKSA,52,121,BNDL_RX62RU,364.68,4,Durable
CMP_RH1K04,PROD_2SKN9K,40983.4,4038,168,81995.21,2.69,CUST_4VMRN2,Standard,6,FLASH_WF3ICQ,11,180,BNDL_MNC67M,82.8,3,Stylish
CMP_N1MA9T,PROD_8TM4X6,40895.45,3988,970,56842.27,4.49,CUST_6MZ8AM,Premium,5,FLASH_RVKRO0,39,36,BNDL_8J3RG8,439.11,3,Innovative
CMP_HGQ6JN,PROD_3YZWL3,28253.75,631,389,57874.6,1.02,CUST_5EO8N1,Basic,26,FLASH_G1V94M,67,39,BNDL_1K8XCC,343.93,4,Stylish
CMP_Z9FMG2,PROD_NWQNK1,17592.09,2175,328,29269.09,2.14,CUST_ZJCCZQ,Standard,31,FLASH_7UPEW2,58,126,BNDL_KYTZ2C,414.07,2,Durable
CMP_7BNPCG,PROD_YW3A5I,28444.84,93,629,92104.98,3.85,CUST_2G7PS4,Premium,22,FLASH_516S3E,50,115,BNDL_6XDF7N,304.46,2,Stylish
CMP_URINML,PROD_28BT2V,8272.19,2099,649,98363.59,2.68,CUST_5IVTKO,Premium,25,FLASH_2G57SA,67,79,BNDL_GV5QHF,278.01,1,Stylish
CMP_5AT7JR,PROD_NWSDPX,6978.61,1314,331,14696.29,3.71,CUST_T6N3JW,Standard,12,FLASH_OOD4QC,23,54,BNDL_24T40A,173.38,3,Affordable
CMP_BG0Y6A,PROD_CLR2R6,22173.79,2521,428,61059.03,3.61,CUST_XM1JEW,Premium,14,FLASH_W2CVGZ,55,160,BNDL_AGEAJX,403.99,2,Durable
CMP_Z7DHD2,PROD_7DSYM8,29791.07,2487,110,49165.52,4.79,CUST_T7TDVX,Premium,1,FLASH_E8OLB3,14,6,BNDL_HEI3RW,175.97,4,Affordable
CMP_WF990Z,PROD_GMVQMF,38072.74,3781,154,3759.02,2.98,CUST_Q7QUHJ,Standard,1,FLASH_6MZX19,42,187,BNDL_Z0HM4A,486.82,2,Durable
CMP_766J3F,PROD_ERYAQ9,36311.56,4260,334,42210.13,4.87,CUST_YEYCF4,Premium,4,FLASH_EAS0ZE,13,63,BNDL_IMYM8K,428.27,4,Durable
CMP_KBLHSZ,PROD_HJHYUV,43377.98,4476,570,85327.23,2.54,CUST_3MFWX5,Premium,33,FLASH_2QZTHI,59,31,BNDL_PH7HKH,115.22,3,Innovative
CMP_TTUHWO,PROD_S9XXQ2,22597.24,290,117,25485.01,3.66,CUST_RBHMR7,Basic,9,FLASH_Y0HEC3,11,108,BNDL_O20OIO,184.31,1,Innovative
CMP_ZWKLQD,PROD_KNXK2O,8403.6,584,98,16290.09,1.99,CUST_AEY4L2,Basic,30,FLASH_1XZ83T,60,131,BNDL_WY4OXW,310.49,3,Affordable
CMP_XRPO8L,PROD_CAG26A,4772.15,2292,745,99931.65,3.87,CUST_PU5BKZ,Premium,12,FLASH_KGDD39,35,119,BNDL_XC8GCZ,364.67,3,Innovative
CMP_R2YLVE,PROD_4N2FF6,22373.98,2884,885,9525.16,2.93,CUST_06PD5Z,Basic,9,FLASH_Y1SSBV,65,157,BNDL_ZS4L60,341.45,2,Innovative
CMP_O897TI,PROD_QGK74Y,4720.75,2219,280,15830.32,1.13,CUST_Z4BCAE,Basic,33,FLASH_XMVC6H,24,197,BNDL_ZNJAQ4,81.24,4,Affordable
CMP_97AJ22,PROD_IKPDTH,16345.04,1295,835,34653.72,2.38,CUST_Q1HGDY,Premium,27,FLASH_UM86FP,21,199,BNDL_3UARZ0,121.42,1,Stylish
CMP_F3JIAX,PROD_HEILNO,9391.97,144,936,36466.01,2.26,CUST_JQBZE9,Premium,26,FLASH_8MXCUS,34,35,BNDL_UKVFBI,214.54,4,Affordable
CMP_8NCFT3,PROD_AL41E1,32500.16,323,579,55176.35,1.44,CUST_UIVNQE,Basic,18,FLASH_YCO7T2,35,84,BNDL_15LFK6,303.72,3,Affordable
CMP_RG206V,PROD_V8L8SH,7334.12,2475,257,87300.34,4.35,CUST_ZWV774,Basic,31,FLASH_AMZU4I,31,142,BNDL_E9UA4P,271.42,1,Innovative
CMP_E2JCOW,PROD_OUM14Y,42056.69,2615,853,52352.81,4.31,CUST_FLYV6P,Standard,31,FLASH_J5PMA2,12,32,BNDL_7VFWYU,481.33,4,Innovative
CMP_DAM3AU,PROD_3FVCRX,13305.36,382,330,5389.7,0.72,CUST_D3YEOW,Basic,33,FLASH_FDVQMU,27,98,BNDL_W0WGLN,63.49,3,Innovative
CMP_REGAWM,PROD_H2ZCHG,2957.78,460,32,66740.89,2.39,CUST_K18UNP,Standard,33,FLASH_1EBTJC,41,48,BNDL_N6F4OY,181.23,2,Durable
CMP_8FTB6G,PROD_9ON1HV,19824.12,495,703,97892.33,4.72,CUST_2E6J2O,Premium,27,FLASH_685EFS,14,82,BNDL_9YX125,498.08,4,Durable
CMP_L4J9R8,PROD_O3170A,44443.34,2075,787,15999.0,0.81,CUST_XSQDHZ,Standard,8,FLASH_0KKRJ9,21,182,BNDL_MUYE0X,281.76,1,Affordable
CMP_EMKOLF,PROD_HM80YQ,33798.04,789,91,43553.35,1.86,CUST_N7JX9E,Standard,18,FLASH_B322RH,64,159,BNDL_6ABPE4,244.74,1,Innovative
CMP_0H38CB,PROD_3X29WT,13732.86,2500,526,58369.85,4.25,CUST_INGPEC,Premium,29,FLASH_P3TA6Z,39,192,BNDL_XNI53Z,135.16,2,Innovative
CMP_095T1H,PROD_PPHU4L,24389.35,2176,935,92195.49,1.3,CUST_2X444P,Basic,2,FLASH_X8GILJ,40,155,BNDL_ZRRBCI,190.42,4,Innovative
CMP_3SP5C3,PROD_3FY8UK,17532.37,555,768,79438.22,4.42,CUST_8XBM0U,Basic,30,FLASH_Q57HSI,32,7,BNDL_VOJ05N,470.35,2,Affordable
